Material,SiO2,TiO2,Al2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O3,V2O5,ZnO,Fe,Ni,Co,S
WR,52.41,1.38,14.78,,,,9.17,,0.17,7.69,11.58,,2.96,0.31,,,,,,,,,,,,,156,,
WR,51.2,1.42,14.3,,,,9.09,,0.17,7.19,11.95,,2.78,0.28,,,,,,,,,,,,,68,41,
WR,51.47,1.4,14.42,,,,9.31,,0.17,7.28,11.77,,3.12,0.33,,,,,,,,,,,,,61,41,
WR,48.56,1.77,14.15,,,,11.39,,0.2,5.47,9.3,,2.8,0.71,,,,,,,,,,,,,72,44,
WR,48.66,1.58,15.43,,,,8.77,,0.13,5.79,11.58,,2.8,0.4,,,,,,,,,,,,,57,38,
WR,51.41,1.36,14.98,,,,10.88,,0.19,5.45,10.66,,2.84,0.57,,,,,,,,,,,,,84,37,
WR,47.73,1.73,16.97,,,,8.82,,0.12,3.32,11.71,,3.15,0.62,,,,,,,,,,,,,43,25,
WR,49.3,1.99,15.86,,,,8.16,,0.16,,10.6,,3.17,0.49,,,,,,,,,,,,,82,,
WR,52.41,1.84,13.55,,,,12.03,,0.21,6.29,10.64,,3.02,0.08,,,,,,,,,,,,,70,45,
WR,51.67,1.69,13.99,,,,10.71,,0.21,6.37,11.04,,2.98,0.19,,,,,,,,,,,,,49,52,
WR,51.35,1.91,13.77,,,,12.25,,0.21,6.14,10.62,,2.72,0.19,,,,,,,,,,,,,76,46,
WR,53.1,1.77,14.2,,,,12.21,,0.21,6.17,11.22,,3.09,0.23,,,,,,,,,,,,,83,49,
WR,52.33,1.95,14.38,,,,9.83,,0.21,6.39,10.86,,3.1,0.07,,,,,,,,,,,,,87,81,
WR,50.76,1.85,13.61,,,,11.76,,0.21,6.34,10.63,,2.83,0.14,,,,,,,,,,,,,44,45,
WR,50.85,1.63,14.54,,,,9.6,,0.19,7.14,10.61,,3.14,0.12,,,,,,,,,,,,,61,46,
WR,51.62,2.01,14.05,,,,10.45,,0.21,6.23,10.55,,2.93,0.22,,,,,,,,,,,,,69,46,
WR,53.33,2,14.96,,,,12.36,,0.21,6.22,11.71,,2.99,0.22,,,,,,,,,,,,,56,57,
WR,52.4,1.62,15.23,,,,8.48,,0.17,6.3,12.79,,3.21,0.19,,,,,,,,,,,,,112,52,
WR,50.27,1.53,15.73,,,,8.29,,0.16,6.51,13.31,,3.24,0.15,,,,,,,,,,,,,119,61,
WR,51.39,1.94,13.94,,,,11.09,,0.2,6.35,9.99,,3.3,0.29,,,,,,,,,,,,,28,41,
WR,52.13,2.04,14.3,,,,11.45,,0.21,6.45,10.83,,2.77,0.14,,,,,,,,,,,,,110,56,
WR,49.6,0.72,15.36,2.6,,6.91,,,0.17,9.25,13.95,,1.84,0.04,0.04,,,,,,,,,,,,115,55,
WR,49.6,0.72,15.36,2.6,,6.91,,,0.17,9.25,13.95,,1.84,0.04,0.04,,,,0.02,0.21,,,,,,,,,
WR,43.33,3.1,16.51,12.98,,1.08,,,0.2,4,7.31,,2.89,1.15,0.72,,,,2.24,3.52,,,,,,,,,0.08
GL,,1.59,,,,,,,,,,,,1.61,0.68,,,1.4,,1.02,,,,,,,,,
WR,47.62,3.21,14.74,7.92,,2.88,,,0.14,5.16,7.61,,3.41,1.69,0.91,,,,1.58,1.81,,,,,,,,,0.07
WR,49.15,3.12,21.25,3.82,,1.65,,,0.27,2.09,9.97,,4.14,1.14,0.88,,,,1.2,1.13,,,,,,,,,
WR,49.94,2.27,14.85,2.17,,8.07,,,0.22,6.42,11.92,,2.7,0.26,0.18,,,,0.67,0.63,,,,,,,88,38,
WR,50.32,2.45,18.99,3.69,,4.5,,,0.11,3.03,8.26,,4.14,2.09,1.03,,,,0.83,0.5,,,,,,,34,18,
WR,46.47,1.74,20.92,1.62,,6.17,,,0.19,5.87,12.84,,2.63,0.43,0.36,,,,0.3,0.42,,,,,,,,,
WR,49.71,3.05,14.34,6.86,,5.3,,,0.17,2.17,8.19,,4.5,1.94,1.38,,,,0.69,1.55,,,,,,,10,17,
WR,49.82,1.85,15.57,3.13,,6.58,,,0.11,5.82,12.83,,3.24,0.38,0.16,,,,0.22,0.32,,,,,,,,,
WR,45.33,3.53,15.5,1.81,,10.64,,,0.23,6.77,8.5,,4.3,2.36,0.73,,,,0.01,0.2,,,,,,,76,33,
WR,44.93,3.64,15.99,4.11,,6.15,,,0.3,7.51,9.38,,3.82,2.21,0.76,,,,0.29,0.87,,,,,,,,,
WR,41.04,2.83,18.71,4.43,,6.59,,,0.21,7.92,10.99,,2.43,0.63,0.98,,,,1.51,1.66,,,,,,,170,41,
GL,51.2,1.46,13.95,,,,12.89,,,6.61,10.82,,2.26,0.16,0.14,,,,,,,,,,,,,,
GL,49.61,1.58,15,,,,12.02,,,7.56,11.27,,2.4,0.12,0.16,,,,,,,,,,,,,,
GL,50.81,1.46,15.05,,,,10.1,,,7.57,12.1,,2.43,0.05,0.16,,,,,,,,,,,,,,
GL,51.52,1.66,15.07,,,,9.96,,,7.24,11.48,,2.75,0.13,0.16,,,,,,,,,,,,,,
GL,51.1,1.74,15.29,,,,9.55,,,7.23,11.35,,2.96,0.14,0.18,,,,,,,,,,,,,,
GL,50.85,1.65,15.29,,,,9.75,,,7.98,10.93,,2.92,0.09,0.16,,,,,,,,,,,,,,
GL,51.41,1.24,15.45,,,,8.83,,,7.95,12.32,,2.63,0.06,0.12,,,,,,,,,,,,,,
GL,51.26,1.36,15.89,,,,9,,,7.62,11.67,,2.96,0.23,0.13,,,,,,,,,,,,,,
GL,51.34,1.56,15.31,,,,9.85,,,7.38,11.18,,3.08,0.13,0.17,,,,,,,,,,,,,,
GL,51.94,0.93,14.31,,,,11.15,,,7.37,11.93,,2.01,0.11,0.11,,,,,,,,,,,,,,
WR,49.99,0.72,14.99,9.48,,,,,,8.07,12.23,,1.58,2.04,0.44,,,,,,,,,,,,85,,
GL,,,,,,,,,,,,,,,,,,,,,,,,,,9.495,154.5,42.77,1092.5
GL,,,,,,,,,,,,,,,,,,,,,,,,,,11.92,74.73,47.82,1219.2
GL,51.091056,1.193964,15.007778,,,,9.499464,,,8.310091,11.82881,,2.12,0.188178,0.159783,,,,,,,,,,,9.385,165.3,43.54,989.2
GL,50.84927,1.123335,15.21388,,,,9.463764,,,8.133819,12.52492,,2.07,0.121394,0.080118,,,,,,,,,,,,102.1,42.28,988.3
GL,49.58,1.36,16.52,,,,9.64,,,7.75,10.76,,2.97,0.1,0.11,,,,,,,,,,,,,,
GL,48.23,1.01,17.59,,,,10.54,,,8.29,11.16,,2.76,0.05,0.08,,,,,,,,,,,10.1,139.7,50.27,
GL,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,
WR,49.87,1.21,16.03,7.45,,1.49,,,,8.66,11.98,,2.64,0.12,0.14,,,,,,,,,,,,,42.4,
GL,50.3,1.44,15.62,,,10.06,,,0.02,8.47,10.95,,3.19,0.08,,,,,,,,,,,,,,,
GL,49.7,1.25,15.9,,,,9.2,,0.2,8.1,11.8,,2.58,0.1,,,,,,,,,,,,,,,
GL,50.33,1.44,14.98,,,,9.068,,0.14,7.8,11.89,,2.91,0.12,,,,,,,,,,,,,,,
GL,51.47,1.4,14.78,,,,9.169,,0.17,7.786,11.41,,2.89,0.37,,,,,,,,,,,,,,,
WR,52.93,0.92,17.75,1.25,,8.32,,,0.17,4.18,9.88,,2.7,0.24,0.08,,1.3,,,,,,,,,,20,,
WR,48.76,0.79,17.75,1.39,,9.24,,,0.19,7.33,11.44,,1.75,0.12,0.08,,1.28,,,,,,,,,,41,,
WR,48.72,0.73,16.85,1.43,,9.51,,,0.17,7.75,12,,1.91,0.24,0.11,,0.36,,,,,,,,,,29,,
WR,50.78,0.77,14.01,1.35,,9.01,,,0.25,11.98,9.64,,1.32,0.17,0.12,,0.5,,,,,,,,,,28,,
WR,51.98,0.68,14.91,1.31,,8.71,,,0.2,7.13,11.68,,2.21,0.18,0.08,,0.22,,,,,,,,,,35,,
WR,52.95,0.6,14.28,1.28,,8.52,,,0.19,7.57,11.18,,2.13,0.26,0.12,,0.02,,,,,,,,,,39,,
WR,51.68,0.61,15.29,1.26,,8.38,,,0.2,8.34,11.55,,1.71,0.2,0.1,,0.46,,,,,,,,,,34,,
WR,47.95,0.49,20.57,1.05,,6.97,,,0.14,6.07,13.84,,1.49,0.35,0.09,,,,,,,,,,,,48,,
WR,48.97,0.72,17.02,1.46,,9.7,,,0.2,5.81,12.22,,1.83,0.56,0.15,,0.33,,,,,,,,,,24,,
WR,48.36,0.52,17.37,1.2,,8.98,,,0.17,8.06,14.19,,1.25,0.16,0.16,,0.04,,,,,,,,,,50,,
WR,48.39,0.52,17.34,1.2,,7.98,,,0.18,8.01,14.15,,1.23,0.16,0.04,,0.12,,,,,,,,,,54,,
WR,48.98,0.45,17.09,0.99,,6.61,,,0.14,7.66,15.47,,1.35,0.1,0.05,,0.02,,,,,,,,,,30,,
WR,48.68,0.41,20.33,0.97,,6.46,,,0.15,6.02,14.32,,1.67,0.2,0.06,,0.26,,,,,,,,,,29,,
WR,48.25,0.36,17.37,1.05,,6.98,,,0.14,8.16,15.14,,0.96,0.09,0.03,,0.44,,,,,,,,,,40,,
WR,51.64,1.01,18.18,1.57,,10.46,,,0.24,4.97,9.27,,1.33,0.3,0.06,,0.44,,,,,,,,,,19,,
WR,50.83,0.61,13.7,1.22,,8.13,,,0.18,9.22,12.97,,1.45,0.53,0.15,,0.26,,,,,,,,,,69,,
WR,51.69,0.71,15.19,1.32,,8.81,,,0.2,6.47,11.08,,2.42,0.47,0.11,,0.25,,,,,,,,,,50,,
WR,48.4,0.38,21.04,1.05,,7.02,,,0.15,5.96,14.41,,1.41,0.14,0.05,,0.03,,,,,,,,,,31,,
WR,48.72,0.73,16.85,11.99,,,,,0.17,7.75,12,,1.91,0.24,0.11,,0.36,,,,,,,,,,,,
WR,50.66,1.49,16.09,1.11,,7.37,,,0.16,7.49,10.26,,3.95,0.29,0.18,,0.54,,,,,,,,,,97,,
WR,48.92,0.97,17.2,1.24,,8.26,,,0.15,6.97,12.07,,2.2,0.33,0.11,,0.4,,,,,,,,,,39,,
WR,50.11,1.31,16.88,1.27,,8.47,,,0.18,6.24,10.57,,3.08,0.4,0.21,,0.1,,,,,,,,,,33,,
WR,50.63,0.83,17.17,1.24,,8.26,,,0.17,6.17,11.34,,2.12,0.55,0.1,,0.25,,,,,,,,,,14,,
WR,50.51,1.26,16.81,1.26,,8.4,,,0.18,5.8,10.6,,3.06,0.64,0.21,,0.03,,,,,,,,,,21,,
WR,50.366,1.11,17.5,1.25,,8.33,,,0.18,6.06,10.48,,2.72,0.39,0.18,,0.45,,,,,,,,,,33,,
WR,49.5,0.98,17.22,1.24,,8.27,,,0.19,6.94,12,,2.25,0.3,0.12,,0.11,,,,,,,,,,35,,
WR,51.06,0.8,17.75,1.14,,7.57,,,0.19,6.31,11.86,,2.34,0.55,0.1,,-0.22,,,,,,,,,,27,,
WR,53.24,0.93,16.86,1.2,,8.02,,,0.17,5.24,9.93,,2.87,0.78,0.13,,-0.22,,,,,,,,,,15,,
WR,52.45,0.73,15.29,1.18,,7.87,,,0.17,7.67,10.29,,2.41,0.67,0.08,,0.08,,,,,,,,,,63,,
WR,52.26,0.47,12.7,1.6,,7.37,,,0.16,13.17,9.61,,1.64,0.43,0.05,,0.7,,,,,,,,,,341,,
WR,50.19,1.33,17.13,1.24,,8.25,,,0.17,6.14,10.49,,3.22,0.37,0.24,,0.51,,,,,,,,,,30,,
WR,49.43,1.15,17.78,1.12,,7.84,,,0.15,7.46,11.68,,2.95,0.31,0.2,,-0.33,,,,,,,,,,58,,
WR,51.02,1.07,15.49,1.18,,7.84,,,0.13,9.2,10.18,,2.61,0.56,0.27,,-0.29,,,,,,,,,,138,,
WR,48.52,0.89,18.09,1.05,,6.99,,,0.13,9.12,11.16,,2.49,0.27,0.14,,0.2,,,,,,,,,,113,,
WR,52.27,0.64,15.34,1.12,,7.45,,,0.16,9.15,9.61,,2.76,0.58,0.08,,-0.05,,,,,,,,,,139,,
WR,51.74,1.16,17.21,1.19,,7.92,,,0.18,6,10.08,,2.71,0.71,0.16,,0.34,,,,,,,,,,26,,
GL,52.47,1.1,13.54,,,,12.03,,0.15,6.83,11.83,,2.21,,,,,,,,,,,,,,,,
GL,51.54,1.88,13.47,,,,11.63,,0.1,6.73,11,,2.67,0.06,,,,,,,,,,,,,,,
GL,,,,,,,,,,,,,,,,,,,,,,,,,,,104,43.49,
WR,47.6,2.3,14.4,5.2,,6.4,,,0.19,6.4,9,,3,0.43,0.38,,,3.8,,,,,,,,,,,
WR,46.3,2.3,14.8,8.3,,3.8,,,0.19,7.1,8.7,,2.8,0.59,0.41,,,5.2,,,,,,,,,,,
WR,47.8,2.14,15.5,3.22,,6.93,,,0.17,9.38,10.1,,3.04,0.62,0.31,,,0.52,,,,,,,,,511,52,
WR,48,2.03,15.3,1.92,,7.36,,,0.15,9.9,10.1,,3.19,0.76,0.42,,,0.2,,,,,,,,,259,44,
WR,47.9,2.81,16.1,3.22,,6.95,,,0.16,6.32,11.2,,3.33,0.81,0.51,,,0.23,,,,,,,,,70,37,
WR,48,2.01,15.3,2.36,,7.14,,,0.15,10,10.1,,3.15,0.75,0.4,,,0.19,,,,,,,,,263,45,
GL,51.75,1.73,15.48,1.57,,8.09,9.5,,0.18,6.1,10.1,,4.46,0.31,0.21,,,,,,,,,,,,,,
GL,51.9,1.47,16.03,1.11,,7.37,8.37,,0.16,6.8,10.74,,4.24,0.27,0.2,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,49.56,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8,51.29,
WR,49.09,2.38,17.83,,,,10.31,,0.16,5.06,11.68,,2.94,0.39,,,,,,,,,,,,,45.4,38.1,
WR,49.06,1.78,20.03,,,,8.35,,0.12,4.79,12.99,,2.5,0.26,,,,,,,,,,,,,57.3,40.31,
WR,50.58,3.18,13.68,,,,14.45,,0.26,4.41,8.86,,3.72,0.65,,,,,,,,,,,,,15.7,40.68,
WR,50.89,3.16,13.78,,,,14.41,,0.28,4.33,8.39,,3.88,0.66,,,,,,,,,,,,,14.8,39.4,
WR,52.79,3.09,14.57,,,,12.27,,0.22,4.02,8.04,,3.96,0.85,,,,,,,,,,,,,10.7,28.31,
WR,54.38,2.67,14.56,,,,12.4,,0.28,3.33,7.06,,4.21,0.91,,,,,,,,,,,,,5,25.12,
WR,48.17,1.03,21.39,,,,6.52,,0.12,6.62,13.8,,2.09,0.15,,,,,,,,,,,,,75.7,38.69,
WR,49.87,3.56,13.5,,,,14.44,,0.28,4.75,9.27,,3.52,0.59,,,,,,,,,,,,,20.2,40.82,
WR,48.22,2.6,14.56,,,,12.83,,0.23,6.35,11.84,,2.71,0.48,,,,,,,,,,,,,56.5,46.26,
WR,47.37,1.04,17.76,,,,8.41,,0.15,9.39,13.8,,1.81,0.13,,,,,,,,,,,,,72.5,39.71,
WR,48.63,3.1,14.21,,,,13.61,,0.22,6.23,10.45,,2.91,0.44,,,,,,,,,,,,,47,43.56,
WR,48.92,1.51,19,,,,8.57,,0.17,5.61,13.58,,2.31,0.21,,,,,,,,,,,,,61.9,42.07,
WR,52.87,3.15,14.07,,,,13.18,,0.26,3.7,7.6,,4.14,0.82,,,,,,,,,,,,,5.8,28.27,
GL,50.38,1.48,15.53,,,,9.52,,,8.92,11.09,,2.68,0.08,0.18,,,,,,,,,,,,,,
GL,50.73,1.46,15.34,,,,9.4,,,8.92,11.15,,2.72,0.09,0.19,,,,,,,,,,,,206.7,46.6,
GL,50.85,1.53,15.45,,,,9.66,,,7.5,11.53,,2.68,0.1,0.16,,,,,,,,,,,,,,
GL,50.26,1.16,15.8,,,,9.35,,,8.21,11.99,,2.44,0.07,0.12,,,,,,,,,,,,,,
GL,50.34,1.21,15.88,,,,9.1,,,8.04,12.23,,2.46,0.1,0.13,,,,,,,,,,,,,,
GL,51.04,1.14,15.72,,,,8.6,,,8.2,12.23,,2.5,0.08,0.13,,,,,,,,,,,,,,
GL,50.51,1.11,15.63,,,,9.05,,,8,12.09,,2.51,0.07,0.12,,,,,,,,,,,,,,
GL,50.55,1.16,15.68,,,,9.19,,,8.22,11.95,,2.47,0.08,0.11,,,,,,,,,,,,,,
GL,50.94,1.46,14.99,,,,9.59,,,7.55,12.09,,2.65,0.08,0.16,,,,,,,,,,,,,,
GL,51.02,1.45,14.92,,,,9.73,,,7.4,11.97,,2.68,0.07,0.14,,,,,,,,,,,,,,
GL,50.95,1.89,14.93,,,,10.19,,,7.22,11.01,,2.93,0.09,0.2,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,35.88,
GL,50.12,1.57,15.19,,,,9.82,,,7.63,11.33,,2.56,0.32,0.21,,,,,,,,,,,,,,
GL,50.38,1.63,15.08,,,,10.36,,,7.66,11.36,,2.78,0.09,0.17,,,,,,,,,,,,113.5,43.68,
GL,50.64,1.68,14.98,,,,10.68,,,7.85,10.88,,2.74,0.15,0.16,,,,,,,,,,,,,,
GL,50.48,1.64,15.31,,,,10.62,,,7.82,11.22,,2.74,0.08,0.16,,,,,,,,,,,,,,
GL,50.56,1.58,15.3,,,,9.69,,,7.79,11.39,,2.54,0.29,0.19,,,,,,,,,,,,,,
GL,50.55,1.55,15.54,,,,9.84,,,7.78,11.36,,2.51,0.29,0.22,,,,,,,,,,,,,,
GL,50.65,1.35,15.4,,,,9.41,,,8.02,12,,2.68,0.04,0.14,,,,,,,,,,,,,,
GL,50.22,1.65,15.57,,,,10.21,,,7.96,11.52,,2.55,0.05,0.17,,,,,,,,,,,,,,
GL,50.14,1.68,15.43,,,,10.45,,,8,11.49,,2.56,0.04,0.17,,,,,,,,,,,,,,
GL,50.91,1.82,14.94,,,,9.9,,,7.44,10.72,,2.72,0.69,0.27,,,,,,,,,,,,,,
GL,51.9,1.52,15.45,,,,9.53,,,7.34,10.82,,2.97,0.25,0.15,,,,,,,,,,,,,,
GL,50.72,1.82,15.04,,,,10.01,,,7.45,10.71,,2.77,0.65,0.22,,,0.54,,,,,,,,,,,
GL,51.8,1.63,15.34,,,,9.84,,,6.51,10.74,,2.72,0.57,0.21,,,,,,,,,,,,,,
GL,51.46,1.9,14.98,,,,10.3,,,6.1,10.54,,2.85,0.62,0.22,,,,,,,,,,,,,,
GL,50.74,1.9,14.92,,,,10.67,,,6.25,10.23,,2.84,0.65,0.23,,,,,,,,,,,,,,
GL,51.68,1.63,14.85,,,,9.84,,,7.15,10.5,,2.64,0.59,0.21,,,,,,,,,,,,,,
GL,51.75,1.63,14.8,,,,9.9,,,7.24,10.54,,2.57,0.58,0.19,,,,,,,,,,,,,,
GL,51.88,1.54,15.2,,,8.59,9.43,,,7.4,10.76,,2.92,0.24,0.18,,,0.33,,,,,,,,,,,
GL,50.9,1.68,14.71,,,,10.48,,,7.39,10.48,,2.97,0.17,0.16,,,,,,,,,,,,,,
GL,50.72,1.7,14.61,,,,10.57,,,7.34,10.61,,2.97,0.18,0.15,,,,,,,,,,,,,,
GL,51.02,1.76,14.69,,,,10.75,,,7.45,10.43,,2.93,0.18,0.17,,,,,,,,,,,,,,
GL,50.24,1.75,15.45,,,,9.84,,,7.58,10.81,,2.93,0.15,0.18,,,,,,,,,,,,,,
GL,50.67,1.7,15.53,,,,9.73,,,7.44,10.9,,2.92,0.16,0.16,,,,,,,,,,,,,,
GL,50.51,1.72,15.55,,,,9.92,,,7.58,10.95,,2.87,0.16,0.15,,,,,,,,,,,,,,
GL,51.04,1.34,14.95,,,,10.36,,,7.7,12.24,,2.13,0.07,0.11,,,,,,,,,,,,,,
GL,51.06,1.3,14.88,,,,10.35,,,7.8,12.18,,2.14,0.05,0.12,,,,,,,,,,,,,,
GL,50.93,1.16,15.07,,,,9.67,,,8.11,12.39,,2.1,0.06,0.11,,,,,,,,,,,,,,
GL,50.89,1.26,15.08,,,,10.03,,,7.9,12.25,,2.23,0.05,0.11,,,,,,,,,,,,,,
GL,51.13,1.18,15.15,,,,9.74,,,7.99,12.35,,2.11,0.04,0.11,,,,,,,,,,,,,,
GL,50.98,1.17,15.18,,,,9.73,,,8.04,12.44,,2.12,0.05,0.1,,,,,,,,,,,,,,
GL,50.54,1.2,15.15,,,,9.87,,,7.95,12.19,,2.16,0.06,0.1,,,,,,,,,,,,,,
GL,50.72,1.19,14.97,,,,9.7,,,8.21,12.5,,2.13,0.07,0.12,,,,,,,,,,,,,,
GL,51.09,1.26,14.93,,,,10.11,,,7.92,12.26,,2.17,0.07,0.11,,,,,,,,,,,,,,
GL,51.07,1.1,15.14,,,,9.58,,,7.96,12.62,,2.08,0.08,0.13,,,,,,,,,,,,,,
GL,50.59,1.28,15.67,,,,9.85,,,8.12,11.87,,2.38,0.12,0.13,,,,,,,,,,,,,,
GL,47.66,1.1,16.74,,,,12.06,,,8.88,10.9,,2.62,0.06,0.09,,,,,,,,,,,,,,
GL,50.31,1.16,15.2,,,,9.67,,,8.18,12.41,,2.17,0.05,0.09,,,,,,,,,,,,,,
GL,49.6,1.26,16.25,,,,9.83,,,8.65,11.48,,2.55,0.08,0.12,,,,,,,,,,,,,,
GL,49.6,1.26,16.21,,,,9.79,,,8.69,11.51,,2.61,0.07,0.11,,,,,,,,,,,,,,
GL,49.38,1.15,16.6,,,,9.57,,,8.75,11.73,,2.51,0.06,0.12,,,,,,,,,,,,,,
GL,48.97,1.16,16.61,,,,9.52,,,8.76,11.57,,2.58,0.06,0.11,,,,,,,,,,,,,,
GL,50.97,1.86,15.12,,,,10.44,,,7,10.76,,3,0.1,0.2,,,,,,,,,,,,,,
WR,49.37,0.93,15.49,,9.97,,,,0.15,8.65,12.69,,2.1,0.04,0.06,,2.42,,,,,,,,,,124,,
GL,50.78,0.66,15.75,,,,8.45,,0.15,9.1,13.74,,1.61,0.03,0.06,,,,,,,,,,,,,,
WR,47.61,0.66,16.79,,9.85,,,,0.17,9.82,13.21,,1.67,0.09,0.1,,1.55,,,,,,,,,,190,,
GL,50,1.53,15.43,,,,10.11,,0.2,7.68,11.72,,2.5,0.07,0.13,,,,,,,,,,,,,,
GL,50.41,1.53,15.16,,,,10.7,,0.17,7.97,11.15,,2.55,0.06,0.13,,,,,,,,,,,,,,
GL,50,1.53,15.51,,,,10.21,,0.21,7.57,11.62,,2.45,0.07,0.06,,,,,,,,,,,,,,
GL,50.31,1.6,15.41,,,,10.27,,0.19,7.97,11.21,,2.47,0.1,0.18,,,,,,,,,,,,,,
GL,50.79,1.55,15.41,,,,10.14,,0.16,7.9,11.34,,2.68,0.07,0.13,,,,,,,,,,,,,,
GL,48.69,0.98,16.09,,,,9.06,,0.15,9.87,12.08,,2.26,0.02,0.12,,,,,,,,,,,,,,
GL,50.32,1.11,15.46,,,,9.59,,0.16,8.6,12.1,,2.36,0.04,0.11,,,,,,,,,,,,,,
GL,50.64,1.54,15.07,,,,10.28,,0.17,7.53,11.45,,2.61,0.07,0.17,,,,,,,,,,,,,,
GL,50.36,1.52,15.3,,,,10.03,,0.19,7.69,11.45,,2.56,0.08,0.25,,,,,,,,,,,,,,
GL,50.76,1.35,15.3,,,,9.62,,0.19,7.51,11.62,,2.43,0.07,0.11,,,,,,,,,,,,,,
GL,50.77,1.5,14.84,,,,9.94,,0.18,7.32,11.77,,2.53,0.07,0.2,,,,,,,,,,,,,,
GL,50.14,1.63,15.22,,,,10.1,,0.16,7.8,11.43,,2.54,0.08,0.24,,,,,,,,,,,,,,
GL,51.08,1.52,15.04,,,,10.45,,0.2,7.2,11.48,,2.74,0.07,0.09,,,,,,,,,,,,,,
GL,50.79,1.61,15.31,,,,10.34,,0.19,8.12,11.12,,2.47,0.09,0.16,,,,,,,,,,,,,,
GL,50.53,1.61,15.47,,,,10.33,,0.2,8.03,11.27,,2.55,0.1,0.15,,,,,,,,,,,,,,
GL,51.04,1.75,15.44,,,,9.59,,0.14,6.89,10.54,,2.69,0.61,0.29,,,,,,,,,,,,,,
GL,50.88,1.32,15.61,,,,8.87,,0.14,7.57,11.16,,2.5,0.47,0.23,,,,,,,,,,,,,,
GL,50.23,1.29,15.49,,,,9.02,,,7.49,11.24,,2.4,0.43,0.19,,,,,,,,,,,,,,
GL,50.66,1.3,15.57,,,,9.19,,0.18,7.54,11.14,,2.46,0.44,0.19,,,,,,,,,,,,,,
GL,51.05,1.5,15.69,,,,9.36,,0.14,7.59,11.63,,2.58,0.29,0.29,,,,,,,,,,,,,,
GL,50.91,1.28,15.26,,,,9.49,,0.13,7.48,11.7,,2.28,0.29,0.2,,,,,,,,,,,,,,
GL,51.43,1.38,15.36,,,,9.32,,0.15,7.67,11.25,,2.39,0.31,0.18,,,,,,,,,,,,,,
GL,51.35,1.62,15.37,,,,9.71,,0.19,7.01,10.73,,2.8,0.45,0.14,,,,,,,,,,,,,,
GL,51.45,1.59,15.08,,,,9.75,,0.18,7.17,10.76,,2.72,0.49,0.3,,,,,,,,,,,,,,
GL,51.02,1.6,15.11,,,,9.77,,0.21,7.3,10.95,,2.68,0.47,0.43,,,,,,,,,,,,,,
GL,52.13,1.53,15.32,,,,9.39,,0.16,6.99,11.23,,2.76,0.45,0.22,,,,,,,,,,,,,,
GL,51.54,1.53,15.34,,,,8.96,,0.12,6.92,11.29,,2.66,0.47,0.23,,,,,,,,,,,,,,
GL,51.6,1.44,15.3,,,,9.04,,0.15,6.79,11.19,,2.56,0.48,0.22,,,,,,,,,,,,,,
GL,51.85,1.58,14.81,,,,10.16,,0.16,6.07,10.82,,3.01,0.61,0.23,,,,,,,,,,,,,,
GL,51.52,1.61,15.21,,,,10.07,,0.19,6,10.63,,3.06,0.57,0.23,,,,,,,,,,,,,,
GL,49.94,1.19,16.04,,,,8.86,,0.14,8.12,12.1,,2.44,0.33,0.15,,,,,,,,,,,,,,
GL,50.14,1.15,15.98,,,,8.66,,0.15,8.07,11.94,,2.3,0.33,0.18,,,,,,,,,,,,,,
GL,50.57,1.03,15.88,,,,8.82,,0.12,8.19,12.66,,2.3,0.22,0.18,,,,,,,,,,,,,,
GL,49.92,1.03,15.9,,,,9.1,,0.19,8.14,12.85,,2.25,0.25,0.16,,,,,,,,,,,,,,
WR,48.49,0.65,17.64,,8.26,,,,0.17,10.04,10.06,,3.09,0.01,0.05,,1.79,,,,,,,,,,156,,
GL,50.49,1.17,15.73,,,,9.42,,,8.45,12.21,,2.22,0.07,0.14,,,,,,,,,,,,,,
GL,50.44,1.15,15.62,,,,9.41,,,8.42,12.1,,2.23,0.06,0.14,,,,,,,,,,,,,,
GL,50.88,1.15,15.51,,,,9.13,,,8.33,12.12,,2.24,0.06,0.14,,,,,,,,,,,,,,
GL,51,1.09,15.91,,,,8.94,,,8.16,12.17,,2.21,0.06,0.12,,,,,,,,,,,,,,
GL,50.03,1.16,15.78,,,,9.39,,,8.39,12.15,,2.25,0.06,0.14,,,,,,,,,,,,,,
GL,50.68,1.17,15.58,,,,9.56,,,8.29,12.3,,2.24,0.06,0.14,,,,,,,,,,,,,,
GL,50.58,1.16,15.66,,,,9.53,,,8.33,12.14,,2.28,0.06,0.13,,,,,,,,,,,,,,
GL,50.75,1.16,15.68,,,,9.42,,,8.2,12.23,,2.25,0.07,0.13,,,,,,,,,,,,,,
GL,50.33,1.17,15.79,,,,9.72,,,8.35,12.32,,2.26,0.07,0.13,,,,,,,,,,,,,,
GL,50.69,1.16,15.51,,,,9.4,,,8.4,12.15,,2.23,0.05,0.13,,,,,,,,,,,,,,
